Insurance,Type,Name,Indication,Carrier,Status,TimeRequirementType,TimeRequirementValue,CompleteRule
FEX,Condition,Cirrhosis (Stage C),General,American Amicable (Family Protector Family Plan),Approved,permanent,,"If ever treated for Cirrhosis (Stage C), Family Protector Family Plan ROP | No rate available for $25,000.00 at age 51."
FEX,Condition,Cirrhosis (Stage C),General,Royal Arcanum (Whole Life),Approved,none,,
FEX,Condition,Cirrhosis (Stage C),General,Standard Life,Approved,none,,
FEX,Condition,Cirrhosis (Stage C),General,Christian Fidelity,Approved,none,,
FEX,Condition,Cirrhosis (Stage C),General,Sentinel,Approved,none,,
FEX,Condition,Cirrhosis (Stage C),General,LCBA (Loyal Christian Benefit Association),Approved,none,,
FEX,Condition,Cirrhosis (Stage C),General,Illinois Mutual (Path Protector Plus),Approved,none,,
FEX,Condition,Cirrhosis (Stage C),General,Lafayette Life,Approved,none,,
FEX,Condition,Cirrhosis (Stage C),General,Oxford,Approved,none,,
FEX,Condition,Cirrhosis (Stage C),General,Liberty Bankers,Approved,none,,
FEX,Condition,Cirrhosis (Stage C),General,American Amicable (Senior Choice),Approved,none,,
FEX,Condition,Cirrhosis (Stage C),General,American Amicable (Dignity Solutions),Approved,none,,
FEX,Condition,Cirrhosis (Stage C),General,Royal Arcanum (SIWL),Approved,none,,
FEX,Condition,Cirrhosis (Stage C),General,Aflac (Final Expense),Approved,none,,
FEX,Condition,Cirrhosis (Stage C),General,UHL,Approved,none,,
FEX,Condition,Cirrhosis (Stage C),General,American Amicable (Peace of Mind),Approved,none,,
FEX,Condition,Cirrhosis (Stage C),General,American Amicable (Golden Solution),Approved,none,,
FEX,Condition,Cirrhosis (Stage C),General,GPM,Approved,none,,
FEX,Condition,Cirrhosis (Stage C),General,American Amicable (American Legacy),Approved,none,,
FEX,Condition,Cirrhosis (Stage C),General,American Amicable (Innovative Solutions),Approved,none,,
FEX,Condition,Cirrhosis (Stage C),General,CVS (Aetna Accendo),Approved,none,,
FEX,Condition,Cirrhosis (Stage C),General,American Amicable (Platinum Solution Legacy Plan),Approved,none,,
FEX,Condition,Cirrhosis (Stage C),General,American Amicable (Family Protector Legacy Plan),Approved,none,,
FEX,Condition,Cirrhosis (Stage C),General,Lincoln Heritage,Approved,none,,
FEX,Condition,Cirrhosis (Stage C),General,Pekin (Final Expense),Approved,permanent,,"If ever treated for Cirrhosis (Stage C), Graded"
FEX,Condition,Cirrhosis (Stage C),General,Mountain Life,Approved,none,,Not offered in TX
FEX,Condition,Cirrhosis (Stage C),General,Senior Life (Platinum Protection),Approved,none,,"No rate available for $25,000.00 at age 51."
FEX,Condition,Cirrhosis (Stage C),General,Occidental Life (Dignity Solutions),Approved,none,,Not offered in TX
FEX,Condition,Cirrhosis (Stage C),General,Occidental Life (Peace of Mind Family Plan),Approved,none,,Not offered in TX
FEX,Condition,Cirrhosis (Stage C),General,Occidental Life (Senior Choice),Approved,none,,Not offered in TX
FEX,Condition,Cirrhosis (Stage C),General,American Amicable (Peace of Mind NC),Approved,none,,Not offered in TX
FEX,Condition,Cirrhosis (Stage C),General,Occidental Life (Peace of Mind),Approved,none,,Not offered in TX
FEX,Condition,Cirrhosis (Stage C),General,Occidental Life (Peace of Mind NC),Approved,none,,Not offered in TX
FEX,Condition,Cirrhosis (Stage C),General,Occidental Life (American Legacy),Approved,none,,Not offered in TX
FEX,Condition,Cirrhosis (Stage C),General,KSKJ,Approved,none,,Not offered in TX
FEX,Condition,Cirrhosis (Stage C),General,Occidental Life (Platinum Solution Legacy Plan),Approved,none,,Not offered in TX
FEX,Condition,Cirrhosis (Stage C),General,Baltimore Life (aPriority 0-49),Approved,none,,"No rate available for $25,000.00 at age 51."
FEX,Condition,Cirrhosis (Stage C),General,CVS (Aetna Accendo) (MT),Approved,none,,Not offered in TX
FEX,Condition,Cirrhosis (Stage C),General,Occidental Life (Innovative Solutions),Approved,none,,Not offered in TX
FEX,Condition,Cirrhosis (Stage C),General,Polish Falcons,Approved,none,,Not offered in TX
FEX,Condition,Cirrhosis (Stage C),General,Cincinnati Equitable,Approved,none,,Not offered in TX
FEX,Condition,Cirrhosis (Stage C),General,Occidental Life (Family Protector Legacy Plan),Approved,none,,Not offered in TX
FEX,Condition,Cirrhosis (Stage C),General,Occidental Life (Golden Solution),Approved,none,,Not offered in TX
FEX,Condition,Claudication,General,Royal Arcanum (Whole Life),Approved,none,,
FEX,Condition,Claudication,General,Standard Life,Approved,none,,
FEX,Condition,Claudication,General,Christian Fidelity,Approved,none,,
FEX,Condition,Claudication,General,Lifeshield,Approved,none,,
FEX,Condition,Claudication,General,Trinity Life,Approved,none,,
FEX,Condition,Claudication,General,Illinois Mutual (Path Protector Plus),Approved,none,,
FEX,Condition,Claudication,General,Lafayette Life,Approved,none,,
FEX,Condition,Claudication,General,Transamerica (Solutions),Approved,none,,
FEX,Condition,Claudication,General,Mutual of Omaha (Living Promise),Approved,none,,
FEX,Condition,Claudication,General,Oxford,Approved,none,,
FEX,Condition,Claudication,General,Royal Neighbors (Ensured Legacy),Approved,none,,
FEX,Condition,Claudication,General,Elco (Silver Eagle),Approved,none,,
FEX,Condition,Claudication,General,Foresters (PlanRight),Approved,none,,
FEX,Condition,Claudication,General,Liberty Bankers,Approved,none,,
FEX,Condition,Claudication,General,American Amicable (Senior Choice),Approved,none,,
FEX,Condition,Claudication,General,American Amicable (Dignity Solutions),Approved,none,,
FEX,Condition,Claudication,General,SBLI (Living Legacy),Approved,none,,
FEX,Condition,Claudication,General,Aflac (Final Expense),Approved,none,,
FEX,Condition,Claudication,General,AIG (SIWL),Approved,none,,
FEX,Condition,Claudication,General,American Amicable (Peace of Mind),Approved,none,,
FEX,Condition,Claudication,General,Baltimore Life (iProvide 45-69),Approved,none,,
FEX,Condition,Claudication,General,American Amicable (Golden Solution),Approved,none,,
FEX,Condition,Claudication,General,Baltimore Life (Silver Guard),Approved,none,,
FEX,Condition,Claudication,General,Aetna (Protection Series),Approved,none,,
FEX,Condition,Claudication,General,LCBA (Loyal Christian Benefit Association),Approved,time_based,3,"If treated for Claudication within 3 years, Standard"
FEX,Condition,Claudication,General,GPM,Approved,none,,
FEX,Condition,Claudication,General,Bankers Fidelity Final Expense,Approved,none,,
FEX,Condition,Claudication,General,American Amicable (American Legacy),Approved,none,,
FEX,Condition,Claudication,General,American Amicable (Innovative Solutions),Approved,none,,
FEX,Condition,Claudication,General,CVS (Aetna Accendo),Approved,none,,
FEX,Condition,Claudication,General,American Amicable (Platinum Solution Legacy Plan),Approved,none,,
FEX,Condition,Claudication,General,American Amicable (Family Protector Legacy Plan),Approved,none,,
FEX,Condition,Claudication,General,Pekin (Final Expense),Approved,none,,
FEX,Condition,Claudication,General,Transamerica (Express),Approved,none,,
FEX,Condition,Claudication,General,American Home Life (Patriot Series),Approved,none,,
FEX,Condition,Claudication,General,American Home Life (GuideStar 45+),Approved,none,,
FEX,Condition,Claudication,General,Catholic Financial (Graded Whole Life),Approved,none,,
FEX,Condition,Claudication,General,Better Life,Approved,none,,
FEX,Condition,Claudication,General,Gerber,Approved,none,,
FEX,Condition,Claudication,General,Fidelity Life (RAPIDecision Guaranteed Issue),Approved,none,,
FEX,Condition,Claudication,General,UHL,Approved,time_based,2,"If treated for Claudication within 2 years, EIWL"
FEX,Condition,Claudication,General,AIG (GIWL),Approved,none,,
FEX,Condition,Claudication,General,Security National (Loyalty Plan),Approved,time_based,2,"If treated for Claudication within 2 years, Loyalty Plan Modified"
FEX,Condition,Claudication,General,Mountain Life,Decline,none,,"If treated for Claudication within 1 year, Decline"
FEX,Condition,Claudication,General,American Amicable (Family Legacy),Decline,permanent,,"If ever treated for Claudication, Decline"
FEX,Condition,Claudication,General,Senior Life (Platinum Protection),Decline,time_based,5,"If treated for Claudication within 5 years, Decline"
FEX,Condition,Claudication,General,Lincoln Heritage,Approved,time_based,2,"If treated for Claudication within 2 years, Funeral Advantage Modified | No rate available for $25,000.00 at age 51."
FEX,Condition,Claudication,General,American Amicable (Family Choice),Decline,permanent,,"If ever treated for Claudication, Decline"
FEX,Condition,Claudication,General,Liberty Bankers (Home Service),Not Available,none,,Liberty Bankers (Home Service) is not available for underwriting.
FEX,Condition,Claudication,General,Baltimore Life (iProvide 70+),Approved,none,,"No rate available for $25,000.00 at age 51."
FEX,Condition,Claudication,General,Americo,Not Available,none,,Americo is not available for underwriting.
FEX,Condition,Claudication,General,Occidental Life (Dignity Solutions),Approved,none,,Not offered in TX
FEX,Condition,Claudication,General,Occidental Life (Peace of Mind Family Plan),Approved,none,,Not offered in TX
FEX,Condition,Claudication,General,American Amicable (Platinum Solution Family Plan),Decline,permanent,,"If ever treated for Claudication, Decline"
FEX,Condition,Claudication,General,Occidental Life (Senior Choice),Approved,none,,Not offered in TX
FEX,Condition,Claudication,General,American Amicable (Peace of Mind NC),Approved,none,,Not offered in TX
FEX,Condition,Claudication,General,Occidental Life (Peace of Mind),Approved,none,,Not offered in TX
FEX,Condition,Claudication,General,Sentinel,Approved,time_based,5,"If treated for Claudication within 5 years, New Vantage II (Graded) | No rate available for $25,000.00 at age 51."
FEX,Condition,Claudication,General,First Guaranty,Approved,time_based,2,"If treated for Claudication within 2 years, Simple Security Modified | Not offered in TX"
FEX,Condition,Claudication,General,American Amicable (Family Solution),Decline,permanent,,"If ever treated for Claudication, Decline"
FEX,Condition,Claudication,General,Occidental Life (Family Choice),Decline,permanent,,"If ever treated for Claudication, Decline"
FEX,Condition,Claudication,General,Occidental Life (Peace of Mind NC),Approved,none,,Not offered in TX
FEX,Condition,Claudication,General,Occidental Life (American Legacy),Approved,none,,Not offered in TX
FEX,Condition,Claudication,General,Occidental Life (Family Protector Family Plan),Decline,permanent,,"If ever treated for Claudication, Decline"
FEX,Condition,Claudication,General,KSKJ,Approved,time_based,3,"If treated for Claudication within 3 years, Standard | Not offered in TX"
FEX,Condition,Claudication,General,Occidental Life (Platinum Solution Legacy Plan),Approved,none,,Not offered in TX
FEX,Condition,Claudication,General,Royal Neighbors (Jet Whole Life),Not Available,none,,Royal Neighbors (Jet Whole Life) is not available for underwriting.
FEX,Condition,Claudication,General,Aetna (Protection Series) (MT),Approved,none,,Not offered in TX
FEX,Condition,Claudication,General,Royal Arcanum (Graded Benefit),Approved,none,,"No rate available for $25,000.00 at age 51."
FEX,Condition,Claudication,General,Occidental Life (Family Legacy),Decline,permanent,,"If ever treated for Claudication, Decline"
FEX,Condition,Claudication,General,Family Benefit Life,Approved,none,,Not offered in TX
FEX,Condition,Claudication,General,Occidental Life (Innovative Choice),Decline,permanent,,"If ever treated for Claudication, Decline"
FEX,Condition,Claudication,General,Baltimore Life (aPriority 0-49),Approved,none,,"No rate available for $25,000.00 at age 51."
FEX,Condition,Claudication,General,Cica Life (Superior Choice),Approved,none,,"No rate available for $25,000.00 at age 51."
FEX,Condition,Claudication,General,CVS (Aetna Accendo) (MT),Approved,none,,Not offered in TX
FEX,Condition,Claudication,General,American Amicable (American Guardian),Decline,permanent,,"If ever treated for Claudication, Decline"
FEX,Condition,Claudication,General,Guarantee Trust Life,Approved,none,,"No rate available for $25,000.00 at age 51."
FEX,Condition,Claudication,General,Baltimore Life (aPriority 50+),Approved,none,,"No rate available for $25,000.00 at age 51."
FEX,Condition,Claudication,General,Occidental Life (Innovative Solutions),Approved,none,,Not offered in TX
FEX,Condition,Claudication,General,American Amicable (Innovative Choice),Decline,permanent,,"If ever treated for Claudication, Decline"
FEX,Condition,Claudication,General,Polish Falcons,Approved,time_based,2,"If treated for Claudication within 2 years, Graded | Not offered in TX"
FEX,Condition,Claudication,General,Occidental Life (Family Solution),Decline,permanent,,"If ever treated for Claudication, Decline"
FEX,Condition,Claudication,General,Royal Arcanum (SIWL),Decline,time_based,2,"If treated for Claudication within 2 years, Decline"
FEX,Condition,Claudication,General,Occidental Life (Platinum Solution Family Plan),Decline,permanent,,"If ever treated for Claudication, Decline"
FEX,Condition,Claudication,General,Cincinnati Equitable,Approved,none,,Not offered in TX
FEX,Condition,Claudication,General,Bankers Fidelity Final Expense (MT),Approved,none,,Not offered in TX
FEX,Condition,Claudication,General,Occidental Life (Family Protector Legacy Plan),Approved,none,,Not offered in TX
FEX,Condition,Claudication,General,American Home Life (GuideStar 0-44),Approved,none,,"No rate available for $25,000.00 at age 51."
FEX,Condition,Claudication,General,Occidental Life (American Guardian),Decline,permanent,,"If ever treated for Claudication, Decline"
FEX,Condition,Claudication,General,American Amicable (Peace of Mind Family Plan),Decline,permanent,,"If ever treated for Claudication, Decline"
FEX,Condition,Claudication,General,Occidental Life (Golden Solution),Approved,none,,Not offered in TX
FEX,Condition,Claudication,General,American Amicable (Family Protector Family Plan),Decline,permanent,,"If ever treated for Claudication, Decline"
FEX,Condition,Claudication,General,Sentinel,Approved,none,,
FEX,Condition,Claudication,General,LCBA (Loyal Christian Benefit Association),Approved,none,,
FEX,Condition,Claudication,General,Royal Arcanum (SIWL),Approved,none,,
FEX,Condition,Claudication,General,UHL,Approved,none,,
FEX,Condition,Claudication,General,Security National (Loyalty Plan),Approved,none,,
FEX,Condition,Claudication,General,Lincoln Heritage,Approved,none,,
FEX,Condition,Claudication,General,Mountain Life,Approved,none,,Not offered in TX
FEX,Condition,Claudication,General,Senior Life (Platinum Protection),Approved,none,,"No rate available for $25,000.00 at age 51."
FEX,Condition,Claudication,General,First Guaranty,Approved,none,,Not offered in TX
FEX,Condition,Claudication,General,KSKJ,Approved,none,,Not offered in TX
FEX,Condition,Claudication,General,Polish Falcons,Approved,none,,Not offered in TX
FEX,Condition,Clogged Arteries,General,Royal Arcanum (Whole Life),Approved,none,,
FEX,Condition,Clogged Arteries,General,Standard Life,Approved,none,,
FEX,Condition,Clogged Arteries,General,Christian Fidelity,Approved,none,,
FEX,Condition,Clogged Arteries,General,Lifeshield,Approved,none,,
